4926	10	-1		ДВОРЕЦ	1
4927	10	-1	4926	АКВАПАРК	1
6717	10	-1	8805	ШАЛЕ	1
4928	10	-1	6717	ДВОРЕЦ	1
4929	10	-1	6492	АКВАПАРК	1
5134	10	-1	6660	ШАЛЕ	1
5138	10	-1	5134	ДВОРЕЦ	1
5131	10	-1	5134	АКВАПАРК	1
4931	10	-1	9385	ШАЛЕ	1
5137	10	-1	4931	АКВАПАРК	1
5129	10	-1	4931	ДВОРЕЦ	1
5140	10	-1	5137	АКВАПАРК	1
5979	5	-1	5129.5140	ДВОРЕЦ	1
5154	5	-1	10243	ДВОРЕЦ	1
5139	5	-1	6761	ДВОРЕЦ	1
4932	5	-1	5986	ДВОРЕЦ	1
6761	5	-1	8646	ДВОРЕЦ	1
6765	5	-1	5157	ДВОРЕЦ	1
5157	5	-1	5139	ДВОРЕЦ	1
5986	5	-1	8257	ДВОРЕЦ	1
5983	5	-1	6002	ДВОРЕЦ	1
6002	5	-1	8264	ДВОРЕЦ	1
5132	5	-1	5979	ДВОРЕЦ	1
5999	5	-1	8301	ДВОРЕЦ	1
5970	5	-1	8529	ДВОРЕЦ	1
8257	5	-1	6765	ДВОРЕЦ	1
8264	5	-1	4932	ДВОРЕЦ	1
8277	5	-1	5132	ДВОРЕЦ	1
8278	5	-1	8664	ДВОРЕЦ	1
8301	5	-1	5970	ДВОРЕЦ	1
8310	5	-1	8277	ДВОРЕЦ	1
10183	5	-1	101284	ДВОРЕЦ	1
8325	5	-1	8310	ДВОРЕЦ	1
8343	5	-1	5983	ДВОРЕЦ	1
8487	5	-1	8343	ДВОРЕЦ	1
8507	5	-1	8487	ДВОРЕЦ	1
10184	5	-1	4926.5140	ДВОРЕЦ	1
8529	5	-1	8325	ДВОРЕЦ	1
8539	5	-1	5999	ДВОРЕЦ	1
8646	5	-1	8539	ДВОРЕЦ	1
10185	5	-1	10183	ДВОРЕЦ	1
8664	5	-1	8507	ДВОРЕЦ	1
8680	5	-1	5154	ДВОРЕЦ	1
10246	5	-1	10250	АКВАПАРК	1
4930	5	-1	8635	АКВАПАРК	1
5167	5	-1	5162	АКВАПАРК	1
5148	5	-1	6766	АКВАПАРК	1
5165	5	-1	5148	АКВАПАРК	1
6762	5	-1	5165	АКВАПАРК	1
6766	5	-1	5977	АКВАПАРК	1
5977	5	-1	8540	АКВАПАРК	1
5964	5	-1	5167	АКВАПАРК	1
5151	5	-1	5668	АКВАПАРК	1
5162	5	-1	5151	АКВАПАРК	1
5128	5	-1	5964	АКВАПАРК	1
5972	5	-1	8283	АКВАПАРК	1
5153	5	-1	5972	АКВАПАРК	1
5668	5	-1	5153	АКВАПАРК	1
8258	5	-1	10247	АКВАПАРК	1
8271	5	-1	8258	АКВАПАРК	1
8283	5	-1	4930	АКВАПАРК	1
8294	5	-1	9999	АКВАПАРК	1
8306	5	-1	8725	АКВАПАРК	1
8320	5	-1	8294	АКВАПАРК	1
8328	5	-1	8320	АКВАПАРК	1
8339	5	-1	8328	АКВАПАРК	1
8477	5	-1	6762	АКВАПАРК	1
8508	5	-1	8477	АКВАПАРК	1
8518	5	-1	8508	АКВАПАРК	1
8540	5	-1	8339	АКВАПАРК	1
8628	5	-1	8518	АКВАПАРК	1
8635	5	-1	8628	АКВАПАРК	1
8725	5	-1	8271	АКВАПАРК	1
10251	5	-1	8340	ШАЛЕ	1
10252	5	-1	8639	ШАЛЕ	1
10253	5	-1	10252	ШАЛЕ	1
5152	5	-1	5147	ШАЛЕ	1
5141	5	-1	5669	ШАЛЕ	1
5974	5	-1	6760	ШАЛЕ	1
6760	5	-1	6764	ШАЛЕ	1
5147	5	-1	10253	ШАЛЕ	1
5669	5	-1	6008	ШАЛЕ	1
6764	5	-1	5141	ШАЛЕ	1
5130	5	-1	5988	ШАЛЕ	1
5133	5	-1	5135	ШАЛЕ	1
5988	5	-1	5133	ШАЛЕ	1
5976	5	-1	5130	ШАЛЕ	1
5135	5	-1	8726	ШАЛЕ	1
5993	5	-1	8263	ШАЛЕ	1
6003	5	-1	5993	ШАЛЕ	1
6008	5	-1	8347	ШАЛЕ	1
8263	5	-1	5976	ШАЛЕ	1
8276	5	-1	8629	ШАЛЕ	1
8284	5	-1	5974	ШАЛЕ	1
8304	5	-1	8284	ШАЛЕ	1
8312	5	-1	8304	ШАЛЕ	1
8327	5	-1	8312	ШАЛЕ	1
8331	5	-1	8497	ШАЛЕ	1
8340	5	-1	8331	ШАЛЕ	1
8347	5	-1	6003	ШАЛЕ	1
8497	5	-1	8327	ШАЛЕ	1
8509	5	-1	8560	ШАЛЕ	1
8519	5	-1	8276	ШАЛЕ	1
8560	5	-1	8519	ШАЛЕ	1
8629	5	-1	10251	ШАЛЕ	1
8639	5	-1	8655	ШАЛЕ	1
8655	5	-1	8509	ШАЛЕ	1
8726	5	-1	5152	ШАЛЕ	1
5150	5	-1	8498	УНИВЕРСИТЕТ	1
5146	5	-1	5145	УНИВЕРСИТЕТ	1
5145	5	-1	5142	УНИВЕРСИТЕТ	1
5168	5	-1	5146	УНИВЕРСИТЕТ	1
5163	5	-1	6005	УНИВЕРСИТЕТ	1
5962	5	-1	6011	УНИВЕРСИТЕТ	1
5142	5	-1	5150	УНИВЕРСИТЕТ	1
5973	5	-1	5969	УНИВЕРСИТЕТ	1
5978	5	-1	5962	УНИВЕРСИТЕТ	1
5961	5	-1	5990	УНИВЕРСИТЕТ	1
5990	5	-1	5978	УНИВЕРСИТЕТ	1
5969	5	-1	8479	УНИВЕРСИТЕТ	1
5987	5	-1	5961	УНИВЕРСИТЕТ	1
6005	5	-1	5973	УНИВЕРСИТЕТ	1
5161	5	-1	5995	УНИВЕРСИТЕТ	1
5995	5	-1	5156	УНИВЕРСИТЕТ	1
5156	5	-1	5168	УНИВЕРСИТЕТ	1
6011	5	-1	5163	УНИВЕРСИТЕТ	1
6010	5	-1	5161	УНИВЕРСИТЕТ	1
8261	5	-1	5987	УНИВЕРСИТЕТ	1
8265	5	-1	8261	УНИВЕРСИТЕТ	1
8269	5	-1	8265	УНИВЕРСИТЕТ	1
8274	5	-1	8269	УНИВЕРСИТЕТ	1
8281	5	-1	8520	УНИВЕРСИТЕТ	1
8286	5	-1	8281	УНИВЕРСИТЕТ	1
8297	5	-1	8286	УНИВЕРСИТЕТ	1
8308	5	-1	8636	УНИВЕРСИТЕТ	1
8315	5	-1	8297	УНИВЕРСИТЕТ	1
8332	5	-1	8308	УНИВЕРСИТЕТ	1
8341	5	-1	8332	УНИВЕРСИТЕТ	1
8479	5	-1	6010	УНИВЕРСИТЕТ	1
8498	5	-1	8547	УНИВЕРСИТЕТ	1
8520	5	-1	8274	УНИВЕРСИТЕТ	1
8547	5	-1	8341	УНИВЕРСИТЕТ	1
8636	5	-1	8315	УНИВЕРСИТЕТ	1
5963	5	-1	8562	ПОБЕРЕЖЬЕ	1
5967	5	-1	5963	ПОБЕРЕЖЬЕ	1
5971	5	-1	5967	ПОБЕРЕЖЬЕ	1
5975	5	-1	5981	ПОБЕРЕЖЬЕ	1
5981	5	-1	5971	ПОБЕРЕЖЬЕ	1
5989	5	-1	5149	ПОБЕРЕЖЬЕ	1
5984	5	-1	5989	ПОБЕРЕЖЬЕ	1
6009	5	-1	5984	ПОБЕРЕЖЬЕ	1
6001	5	-1	6009	ПОБЕРЕЖЬЕ	1
5149	5	-1	8630	ПОБЕРЕЖЬЕ	1
5155	5	-1	8268	ПОБЕРЕЖЬЕ	1
6004	5	-1	5975	ПОБЕРЕЖЬЕ	1
5160	5	-1	6004	ПОБЕРЕЖЬЕ	1
8262	5	-1	5160	ПОБЕРЕЖЬЕ	1
8268	5	-1	8671	ПОБЕРЕЖЬЕ	1
8273	5	-1	8262	ПОБЕРЕЖЬЕ	1
8280	5	-1	5155	ПОБЕРЕЖЬЕ	1
8290	5	-1	8280	ПОБЕРЕЖЬЕ	1
8291	5	-1	8290	ПОБЕРЕЖЬЕ	1
8296	5	-1	8291	ПОБЕРЕЖЬЕ	1
8302	5	-1	8296	ПОБЕРЕЖЬЕ	1
8307	5	-1	8302	ПОБЕРЕЖЬЕ	1
8420	5	-1	8665	ПОБЕРЕЖЬЕ	1
8421	5	-1	8337	ПОБЕРЕЖЬЕ	1
8333	5	-1	8307	ПОБЕРЕЖЬЕ	1
8337	5	-1	8420	ПОБЕРЕЖЬЕ	1
8480	5	-1	6001	ПОБЕРЕЖЬЕ	1
8488	5	-1	8480	ПОБЕРЕЖЬЕ	1
8499	5	-1	8488	ПОБЕРЕЖЬЕ	1
8511	5	-1	8499	ПОБЕРЕЖЬЕ	1
8521	5	-1	8421	ПОБЕРЕЖЬЕ	1
8562	5	-1	8333	ПОБЕРЕЖЬЕ	1
8630	5	-1	8273	ПОБЕРЕЖЬЕ	1
8665	5	-1	8511	ПОБЕРЕЖЬЕ	1
8671	5	-1	8521	ПОБЕРЕЖЬЕ	1
8679	5	-1	8512	ЯРМАРКА	1
5985	5	-1	6007	ЯРМАРКА	1
5982	5	-1	5985	ЯРМАРКА	1
6007	5	-1	6000	ЯРМАРКА	1
6000	5	-1	8621	ЯРМАРКА	1
5996	5	-1	6006	ЯРМАРКА	1
5136	5	-1	5982	ЯРМАРКА	1
6006	5	-1	8259	ЯРМАРКА	1
8259	5	-1	5136	ЯРМАРКА	1
8266	5	-1	8679	ЯРМАРКА	1
8270	5	-1	8266	ЯРМАРКА	1
8275	5	-1	8270	ЯРМАРКА	1
8282	5	-1	5996	ЯРМАРКА	1
8287	5	-1	8317	ЯРМАРКА	1
8292	5	-1	8287	ЯРМАРКА	1
8298	5	-1	8282	ЯРМАРКА	1
8303	5	-1	8292	ЯРМАРКА	1
8311	5	-1	8572	ЯРМАРКА	1
8314	5	-1	8303	ЯРМАРКА	1
8317	5	-1	8275	ЯРМАРКА	1
8324	5	-1	8314	ЯРМАРКА	1
8334	5	-1	8298	ЯРМАРКА	1
8346	5	-1	8334	ЯРМАРКА	1
8348	5	-1	8324	ЯРМАРКА	1
8351	5	-1	8346	ЯРМАРКА	1
8481	5	-1	8351	ЯРМАРКА	1
8512	5	-1	8481	ЯРМАРКА	1
8522	5	-1	8348	ЯРМАРКА	1
8544	5	-1	8522	ЯРМАРКА	1
8553	5	-1	8311	ЯРМАРКА	1
8564	5	-1	8553	ЯРМАРКА	1
8572	5	-1	8544	ЯРМАРКА	1
8621	5	-1	8564	ЯРМАРКА	1
5143	5	-1	8661	ГОНДОЛА	1
5158	5	-1	8675	ГОНДОЛА	1
8256	5	-1	5158	ГОНДОЛА	1
8260	5	-1	8256	ГОНДОЛА	1
8267	5	-1	8260	ГОНДОЛА	1
8272	5	-1	8267	ГОНДОЛА	1
8279	5	-1	8272	ГОНДОЛА	1
8289	5	-1	8279	ГОНДОЛА	1
8295	5	-1	8289	ГОНДОЛА	1
8300	5	-1	8335	ГОНДОЛА	1
8313	5	-1	8300	ГОНДОЛА	1
8322	5	-1	8295	ГОНДОЛА	1
8335	5	-1	8322	ГОНДОЛА	1
8338	5	-1	8313	ГОНДОЛА	1
8342	5	-1	8524	ГОНДОЛА	1
8350	5	-1	8491	ГОНДОЛА	1
8482	5	-1	8350	ГОНДОЛА	1
8485	5	-1	8631	ГОНДОЛА	1
8490	5	-1	8482	ГОНДОЛА	1
8491	5	-1	8501	ГОНДОЛА	1
8501	5	-1	8338	ГОНДОЛА	1
8513	5	-1	8342	ГОНДОЛА	1
8524	5	-1	8490	ГОНДОЛА	1
8533	5	-1	8513	ГОНДОЛА	1
8542	5	-1	8533	ГОНДОЛА	1
8548	5	-1	8485	ГОНДОЛА	1
8554	5	-1	8548	ГОНДОЛА	1
8559	5	-1	8554	ГОНДОЛА	1
8565	5	-1	5143	ГОНДОЛА	1
8622	5	-1	8565	ГОНДОЛА	1
8631	5	-1	8542	ГОНДОЛА	1
8661	5	-1	8559	ГОНДОЛА	1
8666	5	-1	8622	ГОНДОЛА	1
8675	5	-1	8666	ГОНДОЛА	1
8285	5	-1	8571	ПАБ	1
8288	5	-1	8285	ПАБ	1
8293	5	-1	8288	ПАБ	1
8299	5	-1	8293	ПАБ	1
8305	5	-1	8555	ПАБ	1
8309	5	-1	8305	ПАБ	1
8319	5	-1	8309	ПАБ	1
8329	5	-1	8623	ПАБ	1
8330	5	-1	8546	ПАБ	1
8336	5	-1	8329	ПАБ	1
8352	5	-1	8566	ПАБ	1
8475	5	-1	8336	ПАБ	1
8483	5	-1	8319	ПАБ	1
8489	5	-1	8330	ПАБ	1
8495	5	-1	8489	ПАБ	1
8514	5	-1	8495	ПАБ	1
8525	5	-1	8352	ПАБ	1
8534	5	-1	8525	ПАБ	1
8543	5	-1	8534	ПАБ	1
8546	5	-1	8475	ПАБ	1
8555	5	-1	8299	ПАБ	1
8566	5	-1	8514	ПАБ	1
8571	5	-1	8673	ПАБ	1
8617	5	-1	8657	ПАБ	1
8623	5	-1	8483	ПАБ	1
8632	5	-1	8641	ПАБ	1
8640	5	-1	8543	ПАБ	1
8641	5	-1	8640	ПАБ	1
8647	5	-1	8632	ПАБ	1
8651	5	-1	8647	ПАБ	1
8657	5	-1	8651	ПАБ	1
8662	5	-1	8617	ПАБ	1
8673	5	-1	8674	ПАБ	1
8674	5	-1	8670	ПАБ	1
8316	5	-1	8676	ПРОДУКТОВАЯ ЛАВКА	1
8318	5	-1	8316	ПРОДУКТОВАЯ ЛАВКА	1
8321	5	-1	10001	ПРОДУКТОВАЯ ЛАВКА	1
8323	5	-1	8321	ПРОДУКТОВАЯ ЛАВКА	1
8326	5	-1	8344	ПРОДУКТОВАЯ ЛАВКА	1
8344	5	-1	8323	ПРОДУКТОВАЯ ЛАВКА	1
8353	5	-1	8326	ПРОДУКТОВАЯ ЛАВКА	1
8484	5	-1	8353	ПРОДУКТОВАЯ ЛАВКА	1
8493	5	-1	8484	ПРОДУКТОВАЯ ЛАВКА	1
8504	5	-1	8523	ПРОДУКТОВАЯ ЛАВКА	1
8515	5	-1	8504	ПРОДУКТОВАЯ ЛАВКА	1
8523	5	-1	8493	ПРОДУКТОВАЯ ЛАВКА	1
8526	5	-1	8515	ПРОДУКТОВАЯ ЛАВКА	1
8531	5	-1	8526	ПРОДУКТОВАЯ ЛАВКА	1
8535	5	-1	8550	ПРОДУКТОВАЯ ЛАВКА	1
8550	5	-1	8531	ПРОДУКТОВАЯ ЛАВКА	1
8563	5	-1	8535	ПРОДУКТОВАЯ ЛАВКА	1
8567	5	-1	8563	ПРОДУКТОВАЯ ЛАВКА	1
8573	5	-1	8574	ПРОДУКТОВАЯ ЛАВКА	1
8574	5	-1	8652	ПРОДУКТОВАЯ ЛАВКА	1
8624	5	-1	8573	ПРОДУКТОВАЯ ЛАВКА	1
8642	5	-1	8624	ПРОДУКТОВАЯ ЛАВКА	1
8648	5	-1	8683	ПРОДУКТОВАЯ ЛАВКА	1
8652	5	-1	8567	ПРОДУКТОВАЯ ЛАВКА	1
8658	5	-1	8648	ПРОДУКТОВАЯ ЛАВКА	1
8663	5	-1	8681	ПРОДУКТОВАЯ ЛАВКА	1
8667	5	-1	10000	ПРОДУКТОВАЯ ЛАВКА	1
8670	5	-1	8662	ПАБ	1
8672	5	-1	8642	ПРОДУКТОВАЯ ЛАВКА	1
8676	5	-1	8663	ПРОДУКТОВАЯ ЛАВКА	1
8678	5	-1	8667	ПРОДУКТОВАЯ ЛАВКА	1
8681	5	-1	8678	ПРОДУКТОВАЯ ЛАВКА	1
8683	5	-1	8672	ПРОДУКТОВАЯ ЛАВКА	1
8345	5	-1	8653	КОНДИТЕРСКАЯ	1
8349	5	-1	8345	КОНДИТЕРСКАЯ	1
8476	5	-1	8349	КОНДИТЕРСКАЯ	1
8478	5	-1	8476	КОНДИТЕРСКАЯ	1
8486	5	-1	8505	КОНДИТЕРСКАЯ	1
8494	5	-1	8486	КОНДИТЕРСКАЯ	1
8500	5	-1	8494	КОНДИТЕРСКАЯ	1
8502	5	-1	8500	КОНДИТЕРСКАЯ	1
8505	5	-1	8478	КОНДИТЕРСКАЯ	1
8516	5	-1	8659	КОНДИТЕРСКАЯ	1
8527	5	-1	8516	КОНДИТЕРСКАЯ	1
8530	5	-1	8527	КОНДИТЕРСКАЯ	1
8536	5	-1	8643	КОНДИТЕРСКАЯ	1
8549	5	-1	8536	КОНДИТЕРСКАЯ	1
8557	5	-1	8549	КОНДИТЕРСКАЯ	1
8561	5	-1	8568	КОНДИТЕРСКАЯ	1
8568	5	-1	8530	КОНДИТЕРСКАЯ	1
8618	5	-1	8557	КОНДИТЕРСКАЯ	1
8625	5	-1	8618	КОНДИТЕРСКАЯ	1
8634	5	-1	8625	КОНДИТЕРСКАЯ	1
8643	5	-1	8561	КОНДИТЕРСКАЯ	1
8659	5	-1	8502	КОНДИТЕРСКАЯ	1
8492	5	-1	8634	КАРУСЕЛЬ	1
8496	5	-1	8492	КАРУСЕЛЬ	1
8503	5	-1	8496	КАРУСЕЛЬ	1
8506	5	-1	8503	КАРУСЕЛЬ	1
8510	5	-1	8532	КАРУСЕЛЬ	1
8517	5	-1	8510	КАРУСЕЛЬ	1
8528	5	-1	8517	КАРУСЕЛЬ	1
8532	5	-1	8506	КАРУСЕЛЬ	1
8537	5	-1	8528	КАРУСЕЛЬ	1
8551	5	-1	8569	КАРУСЕЛЬ	1
8558	5	-1	8551	КАРУСЕЛЬ	1
8569	5	-1	8537	КАРУСЕЛЬ	1
8619	5	-1	8558	КАРУСЕЛЬ	1
8626	5	-1	8619	КАРУСЕЛЬ	1
8637	5	-1	8668	КАРУСЕЛЬ	1
8644	5	-1	8637	КАРУСЕЛЬ	1
8650	5	-1	8644	КАРУСЕЛЬ	1
8653	5	-1	8682	КАРУСЕЛЬ	1
8660	5	-1	8650	КАРУСЕЛЬ	1
8668	5	-1	8626	КАРУСЕЛЬ	1
8682	5	-1	8660	КАРУСЕЛЬ	1
8538	460	-1	8654	ФОРМУЛА 1	1
8541	460	-1	8538	ФОРМУЛА 1	1
8545	480	-1	8541	ФОРМУЛА 1	1
8552	480	-1	8545	ФОРМУЛА 1	1
8556	480	-1	8649	ФОРМУЛА 1	1
8570	500	-1	8556	ФОРМУЛА 1	1
8620	500	-1	8570	ФОРМУЛА 1	1
8627	500	-1	8620	ФОРМУЛА 1	1
8633	500	-1	8677	ФОРМУЛА 1	1
8638	500	-1	8633	ФОРМУЛА 1	1
8645	550	-1	8638	ФОРМУЛА 1	1
8649	550	-1	8552	ФОРМУЛА 1	1
8654	550	-1	8656	ФОРМУЛА 1	1
8656	575	-1	8669	ФОРМУЛА 1	1
8669	575	-1	8645	ФОРМУЛА 1	1
8677	585	-1	8627	ФОРМУЛА 1	1
6737	10	-1	6492	ПАЗЛ	1
10502	5	-1	6756	СЛОВА	1
10255	20	-1	6737.5140	ПАЗЛ	1
8785	5	-1	10502.5140	СЛОВА	1
6783	5	-1	10255	ПАЗЛ	1
8784	5	-1	8785	СЛОВА	1
8783	5	-1	8784	СЛОВА	1
6782	5	-1	6783	ПАЗЛ	1
8782	5	-1	8783	СЛОВА	1
6785	5	-1	6782	ПАЗЛ	1
8781	5	-1	8782	СЛОВА	1
6786	5	-1	6785	ПАЗЛ	1
8780	5	-1	8781	СЛОВА	1
8786	5	-1	6786	ПАЗЛ	1
8775	5	-1	8780	СЛОВА	1
8787	5	-1	8786	ПАЗЛ	1
8774	5	-1	8775	СЛОВА	1
8788	5	-1	8787	ПАЗЛ	1
8777	5	-1	8774	СЛОВА	1
8789	5	-1	8788	ПАЗЛ	1
8790	5	-1	8789	ПАЗЛ	1
8776	5	-1	8777	СЛОВА	1
8791	5	-1	8790	ПАЗЛ	1
8778	5	-1	8776	СЛОВА	1
8779	5	-1	8778	СЛОВА	1
8805	10	-1	4927	Миллионер	1
9199	10	-1	5138	Казино	1
6756	20	-1	9199	Память	1
10256	20	-1	8805.5140	Миллионер	1
10257	20	-1	9199.5140	Казино	1
10258	20	-1	6756.5140	Память	1
9192	5	-1	10257	Казино	1
8806	5	-1	10256	Миллионер	1
6775	5	-1	10258	Память	1
9193	5	-1	9192	Казино	1
8807	5	-1	8806	Миллионер	1
6774	5	-1	6775	Память	1
9194	5	-1	9193	Казино	1
8808	5	-1	8807	Миллионер	1
6772	5	-1	6774	Память	1
8809	5	-1	8808	Миллионер	1
9195	5	-1	9194	Казино	1
8810	5	-1	8809	Миллионер	1
6773	5	-1	6774	Память	1
9196	5	-1	9195	Казино	1
8811	5	-1	8810	Миллионер	1
6776	5	-1	6773	Память	1
8766	5	-1	6776	Память	1
8812	5	-1	8811	Миллионер	1
9197	5	-1	9196	Казино	1
